"Id","EducationId","RaceId","GenderId","Income","Children","EmploymentId","PoliticsId","ReligionId","Marriage","GenderPart","RacePart","ReligionPart","AgePart","PoliticsPart","EducationPart","AgeFirstMeet","AgeRomRel","EarnedMore","Work","School","Church","Internet","Vacation","Bar","Gym","PrivParty","OtherPlace","Quality","Duration","Together","AGeId","SameSex","age_difference"
"594631","high school","white","male","44.9995","1","disabled","democrat","baptist","married","female","white","baptist","53","other","less than high school","48","48","i earned more","no","no","no","no","no","no","no","yes","no","excellent","15","still together","63","different sex couple","10"
"635411","high school","hispanic","male","92.4995","3","not working","republican","christian","married","female","other","christian","38","republican","some college","25","25","partner earned more","no","no","no","no","no","yes","no","no","no","excellent","16","still together","41","different sex couple","3"
"655505","bachelor's degree or higher","white","male","92.4995","1","working - as a paid employee","other","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","other","christian","44","democrat","bachelor's degree or higher","47","48","i earned more","no","no","no","no","no","yes","no","no","no","fair","2","still together","50","same-sex couple","6"
"704331","bachelor's degree or higher","hispanic","male","112.4995","2","working - as a paid employee","democrat","christian","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","31","democrat","bachelor's degree or higher","24","25","i earned more","yes","no","no","no","no","no","no","no","no","excellent","8","still together","33","different sex couple","2"
"717491","bachelor's degree or higher","white","female","44.9995","3","not working","democrat","none","married","male","white","christian","46","republican","high school","33","34","partner earned more","no","no","no","no","no","no","no","yes","no","excellent","15","still together","49","different sex couple","3"
"721305","high school","white","male","32.4995","2","working - as a paid employee","democrat","baptist","not married","female","white","baptist","36","democrat","high school","27","29","i earned more","yes","no","no","no","no","no","no","no","no","excellent","2","still together","30","different sex couple","6"
"729486","bachelor's degree or higher","white","male","137.4995","2","working - as a paid employee","democrat","christian","not married","male","white","jewish","52","democrat","bachelor's degree or higher","27","27","i earned more","no","no","no","no","no","no","no","no","yes","excellent","21","still together","48","same-sex couple","4"
"749566","bachelor's degree or higher","white","female","162.4995","2","working - as a paid employee","democrat","none","not married","female","white","none","70","other","bachelor's degree or higher","47","47","i earned more","no","no","no","no","no","no","no","no","yes","excellent","9","still together","56","same-sex couple","14"
"782861","bachelor's degree or higher","white","female","54.9995","2","retired","republican","christian","married","male","white","christian","83","other","some college","24","26","partner earned more","no","no","yes","no","no","no","no","no","no","excellent","60","still together","86","different sex couple","3"
"784651","high school","white","male","54.9995","2","retired","republican","christian","married","female","white","christian","63","democrat","high school","16","21","i earned more","no","no","no","no","no","no","no","no","yes","excellent","44","still together","65","different sex couple","2"
"809281","bachelor's degree or higher","white","female","92.4995","2","working - as a paid employee","republican","baptist","married","male","white","baptist","28","republican","bachelor's degree or higher","20","20","partner earned more","no","no","no","no","no","no","no","yes","no","excellent","8","still together","28","different sex couple","0"
"831431","less than high school","hispanic","male","79.9995","4 or more","working - as a paid employee","republican","christian","married","female","white","christian","40","republican","less than high school","20","21","refused","no","no","yes","no","no","no","no","no","no","excellent","22","still together","43","different sex couple","3"
"836491","high school","black","female","37.4995","1","working - as a paid employee","democrat","baptist","not married","male","black","baptist","56","democrat","bachelor's degree or higher","42","42","partner earned more","yes","no","no","no","no","no","no","no","no","excellent","7","still together","49","different sex couple","7"
"846681","high school","2+ races","male","67.4995","2","retired","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","64","republican","some college","44","44","partner earned more","no","no","no","no","no","no","yes","no","no","excellent","24","still together","68","different sex couple","4"
"852291","some college","white","male","92.4995","4 or more","working - as a paid employee","republican","mormon","married","female","white","mormon","25","republican","bachelor's degree or higher","24","24","i earned more","no","no","no","no","no","no","no","no","yes","excellent","5","still together","29","different sex couple","4"
"888391","some college","white","male","137.4995","2","working - as a paid employee","republican","christian","married","female","white","christian","39","republican","bachelor's degree or higher","30","30","i earned more","no","no","no","no","no","no","no","no","yes","good","9","still together","39","different sex couple","0"
"900391","some college","hispanic","male","54.9995","4 or more","working - as a paid employee","republican","christian","married","female","2+ races","christian","35","democrat","high school","27","27","i earned more","no","no","no","no","no","no","no","no","yes","excellent","12","still together","39","different sex couple","4"
"910521","some college","white","female","54.9995","2","working - as a paid employee","democrat","christian","married","male","white","christian","53","other","less than high school","38","40","partner earned more","no","no","no","no","no","yes","no","no","no","fair","12","still together","52","different sex couple","1"
"922591","less than high school","other","female","67.4995","2","working - as a paid employee","republican","buddhist","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","60","republican","bachelor's degree or higher","35","35","partner earned more","yes","no","no","no","no","no","no","no","no","excellent","24","still together","59","different sex couple","1"
"943441","less than high school","white","male","54.9995","4 or more","working - as a paid employee","republican","baptist","married","female","white","baptist","38","republican","less than high school","30","31","i earned more","no","no","no","no","no","no","no","no","yes","excellent","13","still together","44","different sex couple","6"
"967663","bachelor's degree or higher","white","female","54.9995","1","retired","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","66","republican","bachelor's degree or higher","18","18","partner earned more","no","yes","no","no","no","no","no","no","no","good","48","still together","66","different sex couple","0"
"971831","bachelor's degree or higher","2+ races","male","32.4995","2","retired","republican","christian","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","81","republican","bachelor's degree or higher","28","28","same amount","no","no","no","no","no","no","no","no","yes","excellent","55","still together","83","different sex couple","2"
"995656","bachelor's degree or higher","white","female","112.4995","3","working - as a paid employee","democrat","christian","married","female","white","christian","70","democrat","high school","51","51","i earned more","no","no","no","no","no","no","yes","no","no","good","14","still together","65","same-sex couple","5"
"1030441","high school","white","male","112.4995","3","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","44","republican","high school","18","20","i earned more","no","no","no","no","no","no","no","yes","no","excellent","24","still together","44","different sex couple","0"
"1062551","high school","hispanic","female","54.9995","2","working - as a paid employee","republican","christian","married","male","white","christian","53","republican","high school","21","28","same amount","no","no","no","no","yes","no","no","no","no","excellent","27","still together","55","different sex couple","2"
"1085626","bachelor's degree or higher","white","male","162.4995","2","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","49","democrat","bachelor's degree or higher","40","57","i earned more","no","no","no","no","yes","no","no","no","no","good","5","still together","62","same-sex couple","13"
"1092291","bachelor's degree or higher","2+ races","female","67.4995","3","working - as a paid employee","democrat","baptist","married","male","white","baptist","30","other","some college","22","22","i earned more","no","no","no","no","no","no","no","no","yes","excellent","7","still together","29","different sex couple","1"
"1098406","high school","white","male","44.9995","1","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","christian","50","democrat","high school","33","38","same amount","no","no","no","no","yes","no","no","no","no","good","4","still together","40","same-sex couple","10"
"1119781","less than high school","white","female","27.4995","2","retired","democrat","christian","married","female","white","christian","72","democrat","high school","33","33","i earned more","no","no","no","no","no","yes","no","no","no","excellent","45","still together","78","same-sex couple","6"
"1124611","some college","white","female","54.9995","2","retired","democrat","christian","married","male","white","christian","65","democrat","high school","19","19","partner earned more","no","no","no","no","no","yes","no","no","no","excellent","42","still together","61","different sex couple","4"
"1148571","some college","white","male","79.9995","4 or more","working - as a paid employee","democrat","christian","married","female","white","christian","50","democrat","bachelor's degree or higher","45","45","i earned more","no","no","no","no","no","no","no","no","yes","fair","12","still together","57","different sex couple","7"
"1189486","bachelor's degree or higher","white","male","79.9995","1","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","none","46","other","bachelor's degree or higher","28","28","partner earned more","no","no","no","no","no","no","no","yes","no","good","20","still together","48","same-sex couple","2"
"1213771","some college","black","male","37.4995","2","retired","democrat","christian","married","female","black","christian","73","democrat","high school","27","27","i earned more","no","no","no","no","no","no","no","no","yes","excellent","50","still together","77","different sex couple","4"
"1240456","some college","white","male","44.9995","2","working - as a paid employee","democrat","christian","not married","male","white","christian","57","democrat","high school","35","35","i earned more","no","no","no","no","no","no","no","no","yes","good","10","still together","45","same-sex couple","12"
"1241521","bachelor's degree or higher","other","female","79.9995","1","not working","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","53","republican","bachelor's degree or higher","22","23","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","29","still together","52","different sex couple","1"
"1243681","high school","white","female","44.9995","2","retired","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","71","other","bachelor's degree or higher","17","18","same amount","no","no","no","no","no","no","no","no","yes","excellent","50","still together","68","different sex couple","3"
"1250456","bachelor's degree or higher","white","male","112.4995","2","disabled","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","christian","40","democrat","bachelor's degree or higher","42","42","i earned more","no","no","no","no","no","no","no","no","yes","excellent","2","still together","45","same-sex couple","5"
"1274576","bachelor's degree or higher","white","male","112.4995","2","working - as a paid employee","democrat","christian","married","male","white","none","53","democrat","bachelor's degree or higher","40","40","i earned more","no","no","no","no","no","no","yes","no","no","excellent","17","still together","57","same-sex couple","4"
"1334261","bachelor's degree or higher","white","male","79.9995","3","working - as a paid employee","democrat","christian","married","female","white","christian","28","democrat","bachelor's degree or higher","19","19","i earned more","no","yes","no","no","no","no","no","no","yes","excellent","7","still together","26","different sex couple","2"
"1375681","less than high school","white","male","27.4995","3","retired","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","christian","64","democrat","some college","32","32","partner earned more","no","no","no","no","no","no","no","no","yes","good","36","still together","68","different sex couple","4"
"1387255","bachelor's degree or higher","white","male","112.4995","4 or more","working - as a paid employee","democrat","buddhist","not married","female","white","none","24","democrat","some college","23","24","i earned more","no","no","no","no","no","no","no","yes","no","good","2","still together","25","different sex couple","1"
"1394385","bachelor's degree or higher","white","male","67.4995","1","working - as a paid employee","democrat","christian","not married","female","white","christian","30","democrat","bachelor's degree or higher","32","32","i earned more","no","no","no","no","no","yes","no","no","no","good","6","still together","38","different sex couple","8"
"1408531","bachelor's degree or higher","white","female","112.4995","4 or more","working - as a paid employee","democrat","christian","married","male","white","christian","54","democrat","bachelor's degree or higher","12","13","same amount","no","yes","no","no","no","no","no","no","no","fair","40","still together","53","different sex couple","1"
"1445491","bachelor's degree or higher","white","female","79.9995","4 or more","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","baptist","45","republican","high school","35","35","i earned more","yes","no","no","no","no","no","no","no","no","excellent","14","still together","49","different sex couple","4"
"1454411","high school","white","male","44.9995","4 or more","working - as a paid employee","republican","none","married","female","white","none","36","republican","high school","24","24","partner earned more","no","no","no","no","no","no","no","yes","no","good","17","still together","41","different sex couple","5"
"1478566","some college","white","male","79.9995","1","retired","democrat","christian","not married","male","white","christian","57","democrat","bachelor's degree or higher","19","19","same amount","no","no","yes","no","no","no","no","no","no","excellent","37","still together","56","same-sex couple","1"
"1493501","some college","white","male","112.4995","4 or more","working - as a paid employee","republican","christian","married","female","white","baptist","48","democrat","some college","21","21","i earned more","no","no","no","no","no","no","no","yes","no","good","29","still together","50","different sex couple","2"
"1513511","bachelor's degree or higher","white","female","67.4995","2","working - as a paid employee","republican","baptist","married","male","white","christian","48","republican","bachelor's degree or higher","12","21","i earned more","no","no","no","no","no","no","no","yes","no","poor","30","still together","51","different sex couple","3"
"1515601","bachelor's degree or higher","white","male","79.9995","2","retired","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","none","60","democrat","bachelor's degree or higher","22","22","i earned more","yes","no","no","no","no","no","no","no","no","excellent","38","still together","60","different sex couple","0"
"1518501","bachelor's degree or higher","white","female","137.4995","2","working - as a paid employee","democrat","jewish","married","female","white","jewish","64","democrat","some college","35","35","same amount","no","no","no","no","no","no","no","no","yes","excellent","15","still together","50","same-sex couple","14"
"1586641","high school","white","male","37.4995","2","retired","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","none","55","other","less than high school","49","49","i earned more","no","no","no","no","no","yes","no","no","no","excellent","15","still together","64","different sex couple","9"
"1620371","bachelor's degree or higher","white","male","137.4995","4 or more","working - as a paid employee","democrat","none","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","37","republican","bachelor's degree or higher","29","29","i earned more","yes","no","no","no","no","no","no","no","no","very poor","8","still together","37","different sex couple","0"
"1635436","bachelor's degree or higher","hispanic","female","112.4995","4 or more","working - as a paid employee","democrat","christian","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","49","democrat","bachelor's degree or higher","39","39","i earned more","no","no","no","yes","no","no","no","no","no","good","4","still together","43","same-sex couple","6"
"1654671","high school","white","female","37.4995","2","working - self-employed","democrat","christian","married","female","white","christian","50","democrat","high school","0","40","i earned more","yes","no","yes","no","no","no","no","no","no","excellent","27","still together","67","different sex couple","17"
"1664275","some college","white","female","54.9995","2","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","none","28","democrat","bachelor's degree or higher","26","26","i earned more","no","no","no","no","no","no","no","no","yes","excellent","2","still together","27","different sex couple","1"
"1667291","bachelor's degree or higher","white","female","37.4995","3","not working","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","christian","32","democrat","bachelor's degree or higher","18","18","same amount","no","yes","no","no","no","no","no","no","no","excellent","11","still together","29","different sex couple","3"
"1669566","bachelor's degree or higher","white","male","137.4995","2","working - as a paid employee","democrat","none","not married","male","white","none","56","democrat","some college","32","32","i earned more","no","no","no","no","no","no","no","yes","no","excellent","24","still together","56","same-sex couple","0"
"1675641","bachelor's degree or higher","white","male","187.5","4 or more","retired","republican","jewish","married","female","white","jewish","57","republican","bachelor's degree or higher","36","36","partner earned more","no","no","no","no","no","no","no","no","yes","fair","28","still together","64","different sex couple","7"
"1687301","less than high school","white","female","54.9995","4 or more","not working","republican","none","married","male","white","none","36","other","some college","21","21","partner earned more","no","no","no","yes","no","no","no","no","no","good","9","still together","30","different sex couple","6"
"1719406","bachelor's degree or higher","white","male","112.4995","4 or more","working - as a paid employee","democrat","christian","not married","male","2+ races","christian","39","democrat","bachelor's degree or higher","36","36","i earned more","no","no","no","yes","no","no","no","no","no","excellent","4","still together","40","same-sex couple","1"
"1720621","some college","hispanic","male","44.9995","2","disabled","republican","christian","married","female","white","christian","62","republican","bachelor's degree or higher","16","19","same amount","no","no","no","no","no","no","no","no","yes","excellent","43","still together","62","different sex couple","0"
"1721381","high school","white","female","54.9995","3","working - as a paid employee","republican","christian","married","male","white","none","34","republican","some college","22","25","partner earned more","no","no","no","no","no","no","no","no","yes","good","13","still together","38","different sex couple","4"
"1749592","bachelor's degree or higher","white","male","112.4995","1","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","51","democrat","bachelor's degree or higher","54","54","i earned more","no","no","no","no","no","no","no","no","yes","excellent","5","still together","59","different sex couple","8"
"1760353","bachelor's degree or higher","white","male","54.9995","1","working - as a paid employee","other","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","none","21","democrat","some college","35","35","i earned more","no","no","no","yes","no","no","no","no","no","excellent","0","still together","35","different sex couple","14"
"1764471","bachelor's degree or higher","white","female","92.4995","3","working - as a paid employee","democrat","christian","married","male","white","none","58","democrat","some college","39","39","i earned more","no","no","no","yes","no","no","no","no","no","excellent","8","still together","47","different sex couple","11"
"1778236","less than high school","white","male","6.2495","2","not working","democrat","none","not married","female","2+ races","buddhist","21","other","high school","18","18","i earned more","no","no","no","no","no","no","no","no","yes","good","5","still together","23","different sex couple","2"
"1790623","bachelor's degree or higher","white","male","11.2495","1","working - as a paid employee","democrat","christian","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","55","other","some college","49","50","partner earned more","no","no","no","no","no","no","no","no","yes","fair","12","still together","62","different sex couple","7"
"1793381","high school","white","female","44.9995","4 or more","not working","democrat","jewish","married","male","white","jewish","40","republican","some college","18","18","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","20","still together","38","different sex couple","2"
"1799441","some college","white","male","162.4995","3","working - as a paid employee","republican","christian","married","female","white","christian","41","republican","high school","25","27","i earned more","yes","no","no","no","no","no","no","no","no","excellent","17","still together","44","different sex couple","3"
"1861603","high school","hispanic","male","22.4995","3","working - as a paid employee","republican","christian","not married","female","other","christian","30","other","some college","40","40","same amount","no","no","no","no","no","no","no","yes","no","excellent","20","still together","60","different sex couple","30"
"1883321","bachelor's degree or higher","other","female","92.4995","4 or more","working - as a paid employee","democrat","buddhist","married","male","other","christian","38","democrat","less than high school","18","18","partner earned more","no","no","no","no","no","no","no","no","yes","fair","14","still together","32","different sex couple","6"
"1901531","some college","white","female","54.9995","2","not working","democrat","christian","married","male","white","baptist","50","other","high school","32","32","partner earned more","no","no","no","no","no","yes","no","no","no","excellent","21","still together","53","different sex couple","3"
"1902385","less than high school","white","female","32.4995","4 or more","not working","democrat","baptist","not married","male","white","baptist","38","republican","high school","21","22","partner earned more","yes","no","no","no","no","no","no","no","no","excellent","16","still together","38","different sex couple","0"
"1958331","high school","white","male","92.4995","4 or more","working - as a paid employee","republican","mormon","married","female","white","mormon","31","republican","high school","17","18","i earned more","no","no","no","no","no","no","no","no","yes","excellent","15","still together","33","different sex couple","2"
"1966581","bachelor's degree or higher","white","female","67.4995","2","working - self-employed","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","christian","56","other","bachelor's degree or higher","34","36","partner earned more","yes","no","no","no","no","no","no","no","no","excellent","22","still together","58","different sex couple","2"
"2023291","bachelor's degree or higher","white","male","37.4995","2","working - as a paid employee","republican","jewish","married","female","white","jewish","28","other","bachelor's degree or higher","19","20","i earned more","no","yes","no","no","no","no","yes","no","no","good","9","still together","29","different sex couple","1"
"2026446","high school","white","male","79.9995","2","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","37","democrat","high school","31","31","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","13","still together","44","same-sex couple","7"
"2034526","bachelor's degree or higher","white","female","137.4995","2","working - as a paid employee","democrat","none","married","female","white","christian","45","other","bachelor's degree or higher","23","49","i earned more","no","no","no","no","no","no","no","no","yes","good","4","still together","52","same-sex couple","7"
"2038275","some college","white","male","112.4995","4 or more","working - as a paid employee","democrat","christian","married","female","white","baptist","29","other","high school","25","25","i earned more","no","no","no","no","no","no","no","no","yes","excellent","2","still together","27","different sex couple","2"
"2079721","less than high school","white","male","22.4995","2","retired","republican","christian","married","female","white","christian","68","republican","high school","21","21","i earned more","no","no","no","no","no","no","no","no","yes","good","51","still together","72","different sex couple","4"
"2089361","bachelor's degree or higher","hispanic","male","112.4995","4 or more","working - as a paid employee","republican","christian","married","female","other","christian","37","democrat","bachelor's degree or higher","14","19","i earned more","no","yes","no","no","no","no","no","no","no","excellent","17","still together","36","different sex couple","1"
"2114411","high school","white","female","54.9995","4 or more","working - as a paid employee","other","christian","married","male","white","christian","40","other","some college","17","26","partner earned more","no","yes","no","no","no","no","no","no","no","excellent","15","still together","41","different sex couple","1"
"2121436","bachelor's degree or higher","white","male","67.4995","2","working - self-employed","democrat","none","not married","male","white","none","44","democrat","some college","38","38","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","5","still together","43","same-sex couple","1"
"2146361","bachelor's degree or higher","white","male","112.4995","4 or more","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","35","other","bachelor's degree or higher","19","20","i earned more","no","yes","no","no","no","no","no","no","no","good","16","still together","36","different sex couple","1"
"2160635","bachelor's degree or higher","2+ races","male","67.4995","1","not working","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","none","62","other","bachelor's degree or higher","40","40","i earned more","yes","no","no","no","no","no","no","no","no","fair","23","still together","63","same-sex couple","1"
"2187416","bachelor's degree or higher","hispanic","male","187.5","2","working - self-employed","republican","none","not married","male","white","none","46","republican","bachelor's degree or higher","25","25","partner earned more","no","no","no","no","no","yes","no","no","no","excellent","16","still together","41","same-sex couple","5"
"2195781","high school","white","female","27.4995","2","retired","democrat","christian","married","male","white","christian","83","other","less than high school","19","20","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","58","still together","78","different sex couple","5"
"2200651","some college","other","male","37.4995","2","working - self-employed","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","62","democrat","bachelor's degree or higher","19","19","i earned more","no","no","no","no","no","no","no","no","yes","excellent","46","still together","65","different sex couple","3"
"2211311","bachelor's degree or higher","black","male","67.4995","2","working - as a paid employee","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","female","black","pentecostal","31","other","bachelor's degree or higher","13","26","i earned more","no","yes","no","no","no","no","no","no","no","excellent","5","still together","31","different sex couple","0"
"2249411","bachelor's degree or higher","white","female","112.4995","2","working - as a paid employee","democrat","none","married","male","white","none","52","democrat","bachelor's degree or higher","23","23","i earned more","no","yes","no","no","no","no","no","no","no","excellent","18","still together","41","different sex couple","11"
"2256431","less than high school","white","male","44.9995","4 or more","not working","democrat","none","married","female","white","christian","41","democrat","high school","19","19","same amount","no","no","no","no","no","no","no","yes","no","good","24","still together","43","different sex couple","2"
"2281616","bachelor's degree or higher","other","male","137.4995","2","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","68","democrat","bachelor's degree or higher","28","28","partner earned more","no","no","no","no","no","no","no","no","yes","good","33","still together","61","same-sex couple","7"
"2334456","less than high school","black","female","17.4995","4 or more","disabled","democrat","baptist","married","male","black","baptist","54","democrat","high school","31","31","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","14","still together","45","different sex couple","9"
"2342326","bachelor's degree or higher","white","female","11.2495","1","not working","democrat","christian","married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","34","democrat","bachelor's degree or higher","20","20","i earned more","no","no","no","no","no","no","no","no","yes","excellent","12","still together","32","same-sex couple","2"
"2355521","high school","white","female","54.9995","1","working - as a paid employee","republican","none","married","male","white","none","59","other","some college","39","39","partner earned more","no","no","no","no","no","yes","no","no","no","excellent","13","still together","52","different sex couple","7"
"2390491","high school","white","female","92.4995","3","working - as a paid employee","republican","christian","married","male","white","christian","50","republican","bachelor's degree or higher","27","29","partner earned more","no","no","no","no","no","no","no","no","yes","good","20","still together","49","different sex couple","1"
"2397281","bachelor's degree or higher","white","female","79.9995","2","working - as a paid employee","democrat","none","married","male","white","none","29","democrat","bachelor's degree or higher","14","18","partner earned more","no","yes","no","no","no","no","no","no","no","excellent","10","still together","28","different sex couple","1"
"2482586","bachelor's degree or higher","white","female","92.4995","2","working - as a paid employee","democrat","christian","not married","female","white","christian","54","democrat","bachelor's degree or higher","40","42","i earned more","yes","no","no","no","no","no","no","no","no","fair","16","still together","58","same-sex couple","4"
"2483563","bachelor's degree or higher","white","female","67.4995","4 or more","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","58","democrat","some college","36","38","i earned more","no","no","no","no","no","no","yes","no","no","excellent","18","still together","56","same-sex couple","2"
"2492401","bachelor's degree or higher","white","female","112.4995","4 or more","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","christian","40","other","bachelor's degree or higher","26","26","i earned more","no","no","no","no","no","yes","no","no","no","excellent","14","still together","40","different sex couple","0"
"2499671","some college","white","female","187.5","2","retired","republican","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","66","republican","bachelor's degree or higher","13","13","partner earned more","no","yes","no","no","no","no","no","no","no","excellent","54","still together","67","different sex couple","1"
"2502671","less than high school","white","male","92.4995","4 or more","retired","democrat","baptist","married","female","white","baptist","65","democrat","high school","17","18","i earned more","no","no","no","no","no","no","no","no","yes","excellent","49","still together","67","different sex couple","2"
"2504476","bachelor's degree or higher","white","male","92.4995","3","working - as a paid employee","democrat","christian","not married","male","white","none","50","democrat","bachelor's degree or higher","33","34","i earned more","no","no","no","no","no","no","no","no","yes","good","13","still together","47","same-sex couple","3"
"2510361","high school","hispanic","male","54.9995","3","working - as a paid employee","republican","none","married","female","white","none","42","other","bachelor's degree or higher","19","20","i earned more","yes","no","no","no","no","no","no","no","no","good","16","still together","36","different sex couple","6"
"2566692","some college","white","male","27.4995","1","retired","republican","baptist","not married","female","white","baptist","73","other","some college","67","67","i earned more","no","no","no","no","no","no","no","no","yes","excellent","2","still together","69","different sex couple","4"
"2606331","high school","hispanic","female","67.4995","4 or more","working - as a paid employee","republican","christian","married","male","other","pentecostal","33","other","some college","19","21","partner earned more","no","no","no","no","no","no","no","yes","no","excellent","12","still together","33","different sex couple","0"
"2617245","some college","white","male","137.4995","4 or more","working - as a paid employee","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","not married","female","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","26","democrat","less than high school","21","22","i earned more","no","no","no","no","no","no","no","no","yes","excellent","2","still together","24","different sex couple","2"
"2632351","some college","white","male","22.4995","1","working - self-employed","democrat","baptist","married","female","white","christian","31","other","some college","25","25","partner earned more","yes","no","no","no","no","no","no","no","no","fair","10","still together","35","different sex couple","4"
"2664241","some college","white","female","54.9995","4 or more","working - as a paid employee","republican","christian","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","24","democrat","bachelor's degree or higher","13","17","partner earned more","no","yes","no","no","no","no","no","no","no","excellent","7","still together","24","different sex couple","0"
"2683531","less than high school","white","female","54.9995","2","retired","democrat","protestant (e.g., methodist, lutheran, presbyterian, episcopal)","married","male","white","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","64","other","bachelor's degree or higher","25","40","partner earned more","yes","no","no","no","no","no","no","no","no","good","13","still together","53","different sex couple","11"
"2697631","less than high school","white","female","27.4995","2","disabled","democrat","christian","married","male","white","none","79","republican","high school","25","27","partner earned more","no","no","no","no","no","no","no","no","yes","excellent","36","still together","63","different sex couple","16"
"2726401","high school","white","female","44.9995","3","working - as a paid employee","democrat","christian","married","male","white","christian","41","other","high school","29","29","partner earned more","no","no","no","no","no","no","no","no","yes","good","11","still together","40","different sex couple","1"
"2736284","some college","black","female","32.4995","1","not working","other","none","married","male","black","baptist","29","democrat","high school","16","16","partner earned more","no","yes","no","no","no","no","no","no","no","fair","12","still together","28","different sex couple","1"
"2744281","bachelor's degree or higher","hispanic","male","79.9995","3","working - as a paid employee","republican","baptist","married","female","white","christian","27","other","bachelor's degree or higher","16","17","i earned more","no","yes","no","no","no","no","no","no","no","excellent","11","still together","28","different sex couple","1"
"2817571","bachelor's degree or higher","hispanic","female","92.4995","3","working - as a paid employee","republican","pentecostal","married","male","2+ races","christian","49","republican","some college","34","34","partner earned more","no","no","no","no","no","yes","no","no","no","good","23","still together","57","different sex couple","8"
"2854401","high school","white","male","112.4995","2","working - as a paid employee","republican","christian","married","female","white","christian","49","republican","less than high school","37","37","i earned more","yes","no","no","no","no","no","no","no","no","good","4","still together","40","different sex couple","9"
