Id;AgeId;EducationId;RaceId;GenderId;IncomeId;Children;EmploymentId;American;Indian;Chinese;Filipino;Japanese;Korean;Vietnamese;Asian;Hawaiian;Guamanian;Samoan;PacificIslander;OtherRace;PoliticsId;ReligionId;Marriage;Lover;GenderPart;SameGender;RacePart;ReligionPart;AgePart;PoliticsPart;EducationPart;AmountMarriageId;AmountMarriageId2;AgeFirstMeet;AgeRomRel;AgeMar;EarnedMore;Work;School;Church;Internet;Vacation;Bar;Gym;PrivParty;OtherPlace;Quality;Duration;Together;AGeId;SameSex;age_difference;samesexnum;earnedmorenum;raceidnum;racepartnum;religionidnum;educationpartnum;educatidnum
2131426;30-44;bachelor's degree or higher;white;male;$150,000 to $174,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;not married;have_sex;male;same_sex;white;none;48;democrat;some college, no degree;NA;never married;28;28;NA;same amount;no;no;no;no;no;yes;no;no;no;excellent;14;still together;42;same-sex couple;;0;2;1;1;3;2;3
2134466;45-59;some college;2+ races;male;$100,000 to $124,999;4 or more;working - self-employed;yes;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;male;same_sex;white;none;42;democrat;associate degree;1;NA;36;36;45;partner earned more;no;no;no;no;no;no;no;no;yes;good;10;still together;46;same-sex couple;;0;1;4;1;3;3;2
2137436;30-44;some college;white;male;$85,000 to $99,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;have_sex;female;NA;white;christian;43;no preference;some college, no degree;NA;once;35;35;NA;i earned more;no;no;no;no;no;no;no;no;yes;fair;8;broke up;43;different sex couple;4;1;3;1;1;2;2;2
2140561;45-59;bachelor's degree or higher;white;male;$125,000 to $149,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;female;NA;white;other non-christian, please specify;52;democrat;some college, no degree;2;NA;26;26;32;i earned more;no;no;no;no;no;yes;no;no;no;good;30;still together;56;different sex couple;;1;3;1;1;3;2;3
2142591;45-59;bachelor's degree or higher;white;male;$175,000 or more;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;opposite_sex;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);58;democrat;professional or doctorate degree;1;NA;15;18;21;partner earned more;no;yes;no;no;no;no;no;no;no;excellent;41;still together;59;different sex couple;12;1;1;1;1;2;3;3
2143405;30-44;bachelor's degree or higher;white;male;$60,000 to $74,999;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);NA;democrat;master's degree;1;NA;39;39;40;i earned more;no;no;no;yes;no;no;no;no;yes;good;2;still together;40;different sex couple;;1;3;1;1;1;3;3
2144501;45-59;some college;white;male;$60,000 to $74,999;3;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;baptist;married;NA;female;NA;white;christian;50;no preference;some college, no degree;1;NA;23;23;27;i earned more;no;no;no;no;no;no;no;no;yes;good;27;still together;50;different sex couple;0;1;3;1;1;5;2;2
2145295;18-29;some college;white;female;$60,000 to $74,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;have_sex;male;NA;asian or pacific islander;christian;39;democrat;bachelor's degree;NA;never married;24;24;NA;partner earned more;no;no;no;no;no;no;no;no;yes;good;5;broke up;29;different sex couple;;1;1;1;4;2;3;2
2146361;30-44;bachelor's degree or higher;white;male;$100,000 to $124,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);35;independent;master's degree;1;NA;19;20;23;i earned more;no;yes;no;no;no;no;no;no;no;good;16;still together;36;different sex couple;13;1;3;1;1;2;3;3
2149736;60+;less than high school;black;male;$7,500 to $9,999;2;disabled;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;baptist;married;NA;female;NA;black or african american;baptist - any denomination;56;democrat;hs graduate or ged;2;NA;42;42;44;i earned more;no;no;no;no;no;no;no;yes;no;excellent;31;still together;73;different sex couple;;1;3;3;3;5;3;0
2150511;45-59;bachelor's degree or higher;white;female;$125,000 to $149,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;male;NA;white;christian;55;republican;bachelor's degree;1;NA;18;18;20;partner earned more;no;yes;no;no;no;no;no;no;no;excellent;33;still together;51;different sex couple;;1;1;1;1;1;3;3
2151631;60+;high school;white;male;$75,000 to $84,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);59;no preference;some college, no degree;1;NA;16;21;23;i earned more;no;no;no;no;no;no;no;no;yes;good;42;still together;63;different sex couple;1;1;3;1;1;2;2;1
2153601;60+;high school;white;female;$85,000 to $99,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;male;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);64;no preference;some college, no degree;1;NA;21;22;22;partner earned more;no;no;no;no;no;no;no;no;yes;excellent;38;still together;60;different sex couple;3;1;1;1;1;2;2;1
2155561;45-59;high school;white;female;$50,000 to $59,999;3;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;male;NA;white;christian;57;republican;hs graduate or ged;1;NA;6;17;18;partner earned more;no;yes;no;no;no;no;no;no;no;excellent;39;still together;56;different sex couple;1;1;1;1;1;2;3;1
2156394;30-44;bachelor's degree or higher;white;female;$100,000 to $124,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;other non-christian, please specify:;married;NA;male;opposite_sex;white;christian;41;democrat;master's degree;1;NA;14;15;24;partner earned more;no;no;no;no;no;no;no;yes;no;fair;24;still together;39;different sex couple;;1;1;1;1;6;3;3
2159315;30-44;bachelor's degree or higher;white;female;$150,000 to $174,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;female;same_sex;white;christian;29;democrat;some college, no degree;1;NA;25;27;29;i earned more;no;no;no;no;no;no;no;no;yes;good;4;broke up;31;same-sex couple;26;0;3;1;1;3;2;3
2160635;60+;bachelor's degree or higher;2+ races;male;$60,000 to $74,999;1;not working;no;no;no;no;no;no;no;no;no;no;no;yes;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;have_sex;male;same_sex;white;none;62;independent;professional or doctorate degree;NA;never married;40;40;NA;i earned more;yes;no;no;no;no;no;no;no;no;fair;23;still together;63;same-sex couple;10;0;3;4;1;2;3;3
2163291;18-29;bachelor's degree or higher;white;female;$50,000 to $59,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;baptist;married;NA;male;NA;white;baptist - any denomination;32;republican;bachelor's degree;1;NA;14;14;16;partner earned more;no;yes;no;no;no;no;no;no;no;excellent;15;still together;29;different sex couple;6;1;1;1;1;5;3;3
2165591;45-59;high school;2+ races;female;$50,000 to $59,999;2;disabled;yes;no;no;no;no;no;no;no;no;no;no;no;no;republican;pentecostal;married;NA;male;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);61;republican;hs graduate or ged;2;NA;28;28;29;partner earned more;no;no;no;no;no;yes;no;no;no;excellent;31;still together;59;different sex couple;7;1;1;4;1;7;3;1
2167261;18-29;less than high school;white;female;$50,000 to $59,999;4 or more;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;male;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);33;democrat;hs graduate or ged;1;NA;17;17;19;partner earned more;no;no;no;no;no;no;no;no;yes;good;9;still together;26;different sex couple;3;1;1;1;1;1;3;0
2168301;30-44;bachelor's degree or higher;white;female;$60,000 to $74,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;male;NA;white;none;33;no preference;9th grade;1;NA;18;18;23;partner earned more;no;no;no;no;no;no;no;yes;no;excellent;12;still together;30;different sex couple;1;1;1;1;1;3;1;3
2169386;30-44;some college;hispanic;male;$60,000 to $74,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;yes;democrat;none;not married;have_sex;female;NA;white;christian;51;democrat;some college, no degree;NA;never married;28;28;NA;i earned more;yes;no;no;no;no;no;no;no;no;excellent;10;still together;38;different sex couple;1;1;3;2;1;3;2;2
2170641;60+;less than high school;white;female;$75,000 to $84,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;male;NA;other (please specify);christian;68;no preference;12th grade no diploma;1;NA;17;18;19;same amount;no;no;no;no;no;no;no;no;yes;good;46;still together;64;different sex couple;20;1;2;1;5;1;2;0
2171371;30-44;bachelor's degree or higher;white;male;$85,000 to $99,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);35;republican;master's degree;1;NA;29;31;32;i earned more;no;no;no;no;no;no;no;no;yes;excellent;6;still together;37;different sex couple;4;1;3;1;1;2;3;3
2172526;45-59;bachelor's degree or higher;white;female;$100,000 to $124,999;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;other non-christian, please specify:;married;NA;female;same_sex;white;christian;51;democrat;master's degree;2;NA;21;22;49;i earned more;no;no;no;no;no;no;no;no;yes;good;30;still together;52;same-sex couple;4;0;3;1;1;6;3;3
2173235;18-29;some college;white;female;$5,000 to $7,499;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;male;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);22;republican;bachelor's degree;1;NA;17;17;22;partner earned more;yes;no;no;no;no;no;no;no;no;excellent;6;still together;23;different sex couple;0;1;1;1;1;2;3;2
2175365;30-44;some college;white;female;$7,500 to $9,999;2;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;not married;have_sex;female;same_sex;black or african american;none;47;democrat;bachelor's degree;NA;never married;26;26;NA;partner earned more;no;no;no;no;no;yes;no;no;no;fair;10;broke up;36;same-sex couple;1;0;1;1;3;3;3;2
2176301;30-44;less than high school;white;female;$7,500 to $9,999;4 or more;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;male;NA;white;none;30;no preference;9th grade;1;NA;19;19;23;refused;no;no;no;no;no;no;no;no;yes;excellent;11;still together;30;different sex couple;11;1;0;1;1;3;1;0
2177596;45-59;some college;other;male;$30,000 to $34,999;2;working - as a paid employee;yes;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;have_sex;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);59;independent;hs graduate or ged;NA;once;38;45;NA;i earned more;no;no;no;no;no;no;no;yes;no;excellent;14;still together;59;different sex couple;3;1;3;5;1;2;3;2
2178396;30-44;high school;white;male;$85,000 to $99,999;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;none;not married;have_sex;female;NA;other (please specify);christian;43;democrat;9th grade;NA;never married;24;24;NA;i earned more;no;no;no;no;no;no;no;yes;no;good;15;still together;39;different sex couple;12;1;3;1;5;3;1;1
2179636;60+;bachelor's degree or higher;white;female;$50,000 to $59,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;other non-christian, please specify:;not married;have_sex;female;same_sex;white;other non-christian, please specify;61;democrat;master's degree;NA;once;49;50;NA;i earned more;no;no;no;no;no;no;no;yes;no;excellent;13;still together;63;same-sex couple;4;0;3;1;1;6;3;3
2180411;30-44;high school;white;female;$50,000 to $59,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;male;NA;white;christian;38;republican;bachelor's degree;1;NA;28;28;30;same amount;yes;no;no;no;no;no;no;no;no;excellent;13;still together;41;different sex couple;4;1;2;1;1;1;3;1
2181421;30-44;high school;white;male;$50,000 to $59,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);45;independent;associate degree;1;NA;16;18;20;i earned more;no;yes;no;no;no;no;no;no;no;good;24;still together;42;different sex couple;4;1;3;1;1;2;3;1
2183361;30-44;some college;white;male;$60,000 to $74,999;3;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;other non-christian, please specify:;married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);31;democrat;associate degree;2;NA;30;30;31;i earned more;no;no;yes;no;no;no;no;no;no;excellent;6;still together;36;different sex couple;0;1;3;1;1;6;3;2
2184591;45-59;high school;white;male;$125,000 to $149,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;female;NA;white;christian;50;democrat;hs graduate or ged;2;NA;29;29;30;partner earned more;yes;no;no;no;no;no;no;no;no;good;30;still together;59;different sex couple;1;1;1;1;1;1;3;1
2187416;30-44;bachelor's degree or higher;hispanic;male;$175,000 or more;2;working - self-employed;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;none;not married;have_sex;male;same_sex;white;none;46;republican;bachelor's degree;NA;never married;25;25;NA;partner earned more;no;no;no;no;no;yes;no;no;no;excellent;16;still together;41;same-sex couple;1;0;1;2;1;3;3;3
2188581;45-59;high school;white;female;$60,000 to $74,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;male;NA;white;christian;61;democrat;some college, no degree;2;NA;31;31;32;partner earned more;yes;no;no;no;no;no;no;no;no;excellent;27;still together;58;different sex couple;0;1;1;1;1;1;2;1
2190381;30-44;bachelor's degree or higher;2+ races;male;$60,000 to $74,999;2;working - as a paid employee;no;no;no;no;yes;no;no;no;no;no;no;no;no;republican;buddhist;married;NA;female;NA;white;christian;31;democrat;master's degree;1;NA;30;32;36;partner earned more;yes;no;no;no;no;no;no;no;no;excellent;6;still together;38;different sex couple;;1;1;4;1;9;3;3
2192852;60+;some college;white;female;$15,000 to $19,999;1;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;no_sex;male;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);89;republican;hs graduate or ged;NA;once;40;79;NA;partner earned more;no;no;no;no;no;no;no;no;yes;excellent;6;still together;85;different sex couple;;1;1;1;1;2;3;2
2193195;18-29;some college;black;female;$60,000 to $74,999;4 or more;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;not married;have_sex;male;NA;black or african american;christian;21;democrat;some college, no degree;NA;never married;16;19;NA;partner earned more;no;yes;no;no;no;no;no;no;no;excellent;1;still together;19;different sex couple;8;1;1;3;3;1;2;2
2195781;60+;high school;white;female;$25,000 to $29,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;male;NA;white;christian;83;no preference;9th grade;1;NA;19;20;21;partner earned more;no;no;no;no;no;no;no;no;yes;excellent;58;still together;78;different sex couple;2;1;1;1;1;1;1;1
2196501;45-59;some college;white;male;$50,000 to $59,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);45;democrat;hs graduate or ged;3;NA;19;21;48;i earned more;no;no;no;no;no;no;no;no;yes;good;29;still together;50;different sex couple;8;1;3;1;1;2;3;2
2197361;30-44;some college;hispanic;male;$40,000 to $49,999;3;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;yes;democrat;christian;married;NA;female;NA;white;christian;33;independent;bachelor's degree;1;NA;13;13;24;i earned more;no;yes;no;no;no;no;no;no;no;good;23;still together;36;different sex couple;28;1;3;2;1;1;3;2
2198686;60+;bachelor's degree or higher;white;female;$175,000 or more;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;same_sex;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);59;democrat;master's degree;3;NA;43;45;53;partner earned more;yes;no;no;no;no;no;no;no;no;good;23;still together;68;same-sex couple;0;0;1;1;1;2;3;3
2199575;45-59;bachelor's degree or higher;white;female;$7,500 to $9,999;1;disabled;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;not married;have_sex;male;NA;white;christian;31;no preference;some college, no degree;NA;never married;54;56;NA;partner earned more;no;no;no;no;no;no;no;no;yes;fair;1;still together;57;different sex couple;;1;1;1;1;1;2;3
2200651;60+;some college;other;male;$35,000 to $39,999;2;working - self-employed;yes;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);62;democrat;associate degree;1;NA;19;19;20;i earned more;no;no;no;no;no;no;no;no;yes;excellent;46;still together;65;different sex couple;;1;3;5;1;2;3;2
2201486;45-59;bachelor's degree or higher;other;female;$85,000 to $99,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;yes;democrat;none;not married;have_sex;female;same_sex;other (please specify);christian;50;democrat;bachelor's degree;NA;never married;28;28;NA;partner earned more;no;no;no;yes;no;no;no;no;no;excellent;20;still together;48;same-sex couple;1;0;1;5;5;3;3;3
2203446;30-44;bachelor's degree or higher;white;male;$85,000 to $99,999;1;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;have_sex;male;same_sex;white;christian;39;independent;hs graduate or ged;NA;never married;37;37;NA;i earned more;no;no;no;yes;no;no;no;no;no;good;7;still together;44;same-sex couple;1;0;3;1;1;2;3;3
2204281;18-29;some college;white;female;$60,000 to $74,999;2;working - self-employed;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;baptist;married;NA;male;NA;white;baptist - any denomination;30;republican;some college, no degree;1;NA;17;17;18;same amount;no;yes;no;no;no;no;no;no;no;excellent;11;still together;28;different sex couple;4;1;2;1;1;5;2;2
2206256;18-29;bachelor's degree or higher;white;male;$175,000 or more;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);25;independent;bachelor's degree;1;NA;22;22;25;partner earned more;no;yes;no;no;no;no;no;no;no;good;4;still together;25;different sex couple;18;1;1;1;1;3;3;3
2208621;60+;high school;white;male;$50,000 to $59,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);61;no preference;hs graduate or ged;2;NA;26;26;28;i earned more;no;no;no;no;no;yes;no;no;no;good;36;still together;62;different sex couple;;1;3;1;1;2;3;1
2209421;30-44;high school;white;male;$125,000 to $149,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;female;NA;white;christian;42;no preference;master's degree;1;NA;27;27;27;i earned more;no;no;no;no;no;no;no;no;yes;excellent;15;still together;42;different sex couple;1;1;3;1;1;1;3;1
2211311;30-44;bachelor's degree or higher;black;male;$60,000 to $74,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;black or african american;pentecostal;31;independent;bachelor's degree;1;NA;13;26;29;i earned more;no;yes;no;no;no;no;no;no;no;excellent;5;still together;31;different sex couple;1;1;3;3;3;2;3;3
2212616;60+;bachelor's degree or higher;white;male;$10,000 to $12,499;1;working - self-employed;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;pentecostal;not married;have_sex;male;same_sex;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);26;no preference;hs graduate or ged;NA;never married;60;60;NA;i earned more;no;no;no;no;no;no;no;yes;no;good;2;broke up;61;same-sex couple;1;0;3;1;1;7;3;3
2219255;18-29;some college;other;male;$75,000 to $84,999;3;working - as a paid employee;no;no;no;no;no;yes;no;no;no;no;no;no;no;democrat;buddhist;not married;have_sex;female;NA;black or african american;muslim;35;democrat;some college, no degree;NA;never married;24;24;NA;partner earned more;yes;no;no;no;no;no;no;no;no;refused;0;broke up;25;different sex couple;1;1;1;5;3;9;2;2
2223581;45-59;high school;hispanic;female;$100,000 to $124,999;3;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;male;NA;white;christian;59;democrat;master's degree;1;NA;16;16;19;partner earned more;yes;no;no;no;no;no;no;no;no;good;42;still together;58;different sex couple;10;1;1;2;1;1;3;1
2224215;18-29;some college;hispanic;female;$30,000 to $34,999;3;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;jewish;not married;have_sex;male;NA;white;none;48;democrat;some college, no degree;NA;never married;20;20;NA;partner earned more;yes;no;no;no;no;no;no;no;no;excellent;4;still together;21;different sex couple;19;1;1;2;1;4;2;2
2226231;18-29;bachelor's degree or higher;white;female;$50,000 to $59,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;male;NA;white;christian;25;democrat;bachelor's degree;1;NA;16;16;22;i earned more;no;yes;no;no;no;no;no;no;no;excellent;7;still together;23;different sex couple;;1;3;1;1;1;3;3
2227296;18-29;bachelor's degree or higher;white;female;$40,000 to $49,999;2;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;not married;have_sex;female;same_sex;white;christian;32;independent;associate degree;NA;never married;28;28;NA;partner earned more;no;no;no;no;no;no;no;no;yes;good;1;broke up;29;same-sex couple;;0;1;1;1;3;3;3
2228436;30-44;bachelor's degree or higher;white;female;$100,000 to $124,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;female;same_sex;white;christian;60;independent;master's degree;1;NA;32;32;34;partner earned more;no;no;no;no;no;no;no;no;yes;good;11;still together;43;same-sex couple;4;0;1;1;1;1;3;3
2229421;30-44;high school;hispanic;female;$40,000 to $49,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;christian;married;NA;male;NA;white;christian;46;no preference;some college, no degree;1;NA;14;20;23;partner earned more;no;no;no;no;no;no;no;no;yes;good;22;still together;42;different sex couple;0;1;1;2;1;1;2;1
2230711;60+;less than high school;white;male;$35,000 to $39,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;protestant (e.g. methodist, lutheran, presbyterian, episcopal);73;no preference;hs graduate or ged;1;NA;19;20;21;i earned more;no;no;no;no;no;yes;no;no;no;good;51;still together;71;different sex couple;;1;3;1;1;2;3;0
2237225;18-29;some college;white;male;$175,000 or more;4 or more;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;jewish;not married;have_sex;female;NA;white;jewish;22;democrat;bachelor's degree;NA;never married;6;18;NA;i earned more;no;yes;no;no;no;no;no;no;no;excellent;4;still together;22;different sex couple;7;1;3;1;1;4;3;2
2242616;60+;bachelor's degree or higher;hispanic;female;$75,000 to $84,999;4 or more;working - as a paid employee;no;no;no;no;no;yes;no;no;no;no;no;no;no;democrat;buddhist;not married;have_sex;female;same_sex;white;buddhist;51;democrat;hs graduate or ged;NA;twice;51;52;NA;partner earned more;no;no;no;no;no;yes;no;no;no;excellent;9;still together;61;same-sex couple;2;0;1;2;1;9;3;3
2247501;45-59;bachelor's degree or higher;white;female;$50,000 to $59,999;4 or more;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;male;NA;white;christian;47;republican;bachelor's degree;1;NA;32;33;33;partner earned more;no;no;yes;no;no;no;no;no;no;fair;17;still together;50;different sex couple;;1;1;1;1;1;3;3
2249411;30-44;bachelor's degree or higher;white;female;$100,000 to $124,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;male;opposite_sex;white;none;52;democrat;professional or doctorate degree;1;NA;23;23;28;i earned more;no;yes;no;no;no;no;no;no;no;excellent;18;still together;41;different sex couple;0;1;3;1;1;3;3;3
2250596;45-59;less than high school;white;female;$12,500 to $14,999;3;disabled;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;have_sex;male;NA;white;baptist - any denomination;62;independent;10th grade;NA;once;48;53;NA;same amount;no;no;no;no;no;no;no;yes;no;good;6;still together;59;different sex couple;5;1;2;1;1;2;1;0
2252496;45-59;some college;white;male;$125,000 to $149,999;3;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;not married;have_sex;male;same_sex;other (please specify);christian;38;democrat;professional or doctorate degree;NA;once;41;41;NA;partner earned more;no;no;no;no;no;yes;no;no;yes;excellent;8;still together;49;same-sex couple;2;0;1;1;5;3;3;2
2256431;30-44;less than high school;white;male;$40,000 to $49,999;4 or more;not working;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;none;married;NA;female;NA;white;christian;41;democrat;hs graduate or ged;1;NA;19;19;24;same amount;no;no;no;no;no;no;no;yes;no;good;24;still together;43;different sex couple;22;1;2;1;1;3;3;0
2260661;60+;high school;white;male;$50,000 to $59,999;2;retired;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;protestant (e.g., methodist, lutheran, presbyterian, episcopal);married;NA;female;NA;white;jewish;62;independent;bachelor's degree;1;NA;30;34;34;i earned more;no;no;no;no;yes;yes;no;no;no;excellent;32;still together;66;different sex couple;4;1;3;1;1;2;3;1
2266405;30-44;bachelor's degree or higher;hispanic;male;$75,000 to $84,999;4 or more;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;democrat;protestant (e.g., methodist, lutheran, presbyterian, episcopal);not married;have_sex;male;same_sex;white;none;39;republican;associate degree;NA;never married;37;37;NA;i earned more;no;no;no;no;no;no;yes;no;no;poor;4;broke up;40;same-sex couple;;0;3;2;1;2;3;3
2268411;30-44;bachelor's degree or higher;hispanic;male;$100,000 to $124,999;2;working - as a paid employee;no;no;no;no;no;no;no;no;no;no;no;no;no;republican;christian;married;NA;female;NA;white;jewish;37;democrat;bachelor's degree;1;NA;31;31;32;i earned more;yes;no;no;no;no;no;no;no;no;good;10;still together;41;different sex couple;;1;3;2;1;1;3;3
2272671;60+;some college;hispanic;male;$40,000 to $49,999;1;retired;no;no;no;no;no;no;no;no;no;no;no;no;yes;democrat;christian;married;NA;female;NA;white;christian;65;democrat;some college, no degree;1;NA;17;19;19;refused;refused;refused;refused;refused;refused;refused;refused;refused;refused;excellent;48;still together;67;different sex couple;2;1;0;2;1;1;2;2
